Onderdeel;Corrects;Attempts;Punten;Max
std-Opstarten;6;6;4;4
std-Connect;4;4;1;1
std-Disconnect;1;4;0.5;1
std-Berichten;4;4;1;1
std-BerichtNaVerandering;1;1;0.5;0.5
std-NetwerkPartitie;0;1;0;1
Opstarten;14;14;4;4
Connect;17;18;1;1
Disconnect;3;7;0.5;1
Berichten;8;8;1;1
BerichtNaVerandering;7;7;0.5;0.5
NetwerkPartitie;0;4;0;1
Fout in de locking;-;-;-2;-
BovenLimiet;0;1;0;1
Totaal;-;-;12;(van 18)

Let op: deze berekening is niet het definitieve cijfer. Dit is alleen maar een automatisch gegenereerde score voor het testbare gedeelte, en het staat nog niet vast dat we dit bij de beoordeling gebruiken.

------------------------------------

Testcase;Status;Tijd;Omschrijving
//SendRT 55503
//SendRT 55505
//SendRT 55510
//ReadRT 55510
//SendRT 55503
//SendRT 55505
//SendRT 55510
//ReadRT 55503
//ReadRT 55503
//ReadRT 55503
//ReadRT 55503
//ReadRT 55510
Afstand naar 55501 is nu 2 via 55510
Afstand naar 55500 is nu 3 via 55510
//SendRT 55503
//SendRT 55505
//SendRT 55510
//ReadRT 55510
Afstand naar 55514 is nu 2 via 55510
//SendRT 55503
//SendRT 55505
//SendRT 55510
//ReadRT 55510
//ReadRT 55510
//ReadRT 55503
//ReadRT 55505
//ReadRT 55505
//ReadRT 55503
//ReadRT 55510
//ReadRT 55510
Client connects: 55512
Afstand naar 55512 is nu 1 via 55512
Afstand naar 55513 is nu 2 via 55512
Afstand naar 55507 is nu 2 via 55512
Verbonden: 55512
//SendRT 55503
//SendRT 55505
//SendRT 55510
//SendRT 55512
//ReadRT 55512
//ReadRT 55512
//ReadRT 55512
//ReadRT 55512

Process 55505:
//ReadRT 55506
//ReadRT 55504
Afstand naar 55501 is nu 2 via 55506
Afstand naar 55500 is nu 3 via 55506
//SendRT 55504
//SendRT 55506
//ReadRT 55506
Client connects: 55511
Afstand naar 55511 is nu 1 via 55511
Afstand naar 55510 is nu 2 via 55511
Afstand naar 55512 is nu 2 via 55511
Afstand naar 55509 is nu 3 via 55511
Afstand naar 55513 is nu 2 via 55511
Afstand naar 55514 is nu 3 via 55511
Afstand naar 55508 is nu 2 via 55506
//ReadRT 55504
//ReadRT 55504
//ReadRT 55504
//ReadRT 55504
Verbonden: 55511
//SendRT 55504
//SendRT 55506
//SendRT 55511
//ReadRT 55511
//SendRT 55504
//SendRT 55506
//SendRT 55511
//ReadRT 55506
//ReadRT 55511
//ReadRT 55506
//ReadRT 55506
//ReadRT 55506
//ReadRT 55511
//ReadRT 55511
//ReadRT 55511
//ReadRT 55511
//ReadRT 55511
//ReadRT 55506
//ReadRT 55506
//ReadRT 55504

Process 55506:
> C 55513
Verbonden: 55513
//SendRT 55505
//SendRT 55507
//SendRT 55513
Client connects: 55501
Afstand naar 55500 is nu 2 via 55501
Afstand naar 55501 is nu 1 via 55501
Afstand naar 55502 is nu 2 via 55501
Verbonden: 55501
//SendRT 55505
//SendRT 55507
//SendRT 55513
//SendRT 55501
//ReadRT 55501
//ReadRT 55501
//ReadRT 55507
//ReadRT 55505
Client connects: 55508
Afstand naar 55508 is nu 1 via 55508
Afstand naar 55509 is nu 2 via 55508
Afstand naar 55510 is nu 3 via 55508
Afstand naar 55511 is nu 4 via 55508
Afstand naar 55512 is nu 5 via 55508
Afstand naar 55513 is nu 6 via 55508
Afstand naar 55514 is nu 7 via 55508
Afstand naar 55512 is nu 3 via 55501
Afstand naar 55513 is nu 4 via 55501
Afstand naar 55514 is nu 4 via 55501
Verbonden: 55508
//SendRT 55505
//SendRT 55507
//SendRT 55513
//SendRT 55501
//SendRT 55508
//ReadRT 55508
Client connects: 55513
Afstand naar 55514 is nu 2 via 55513
Afstand naar 55513 is nu 1 via 55513
Afstand naar 55512 is nu 2 via 55513
Afstand naar 55511 is nu 3 via 55513
Afstand naar 55503 is nu 2 via 55508
//SendRT 55505
//SendRT 55507
//SendRT 55513
//SendRT 55501
//SendRT 55508
//ReadRT 55513
//ReadRT 55513
//ReadRT 55513
//ReadRT 55513
//SendRT 55505
//SendRT 55507
//SendRT 55513
//SendRT 55501
//SendRT 55508
//ReadRT 55508
//ReadRT 55508
//ReadRT 55508
//ReadRT 55508
//ReadRT 55508
//SendRT 55505
//SendRT 55507
//SendRT 55513
//SendRT 55501
//SendRT 55508
//ReadRT 55501
//ReadRT 55501
//ReadRT 55501
//ReadRT 55501
//ReadRT 55501
//ReadRT 55513
//ReadRT 55507
//ReadRT 55507
//ReadRT 55508
//ReadRT 55507
Client connects: 55512
Afstand naar 55512 is nu 1 via 55512
Afstand naar 55511 is nu 2 via 55512
//ReadRT 55507
//ReadRT 55508
//ReadRT 55505
//ReadRT 55505
//ReadRT 55513
//ReadRT 55501
//ReadRT 55501
//ReadRT 55501
Verbonden: 55512
//SendRT 55505
//SendRT 55507
//SendRT 55513
//SendRT 55501
//SendRT 55508
//SendRT 55512
//ReadRT 55512
//ReadRT 55512
//ReadRT 55512
//ReadRT 55512
Afstand naar 55510 is nu 2 via 55501
//SendRT 55505
//SendRT 55507
//SendRT 55513
//SendRT 55501
//SendRT 55508
//SendRT 55512
//ReadRT 55501
//ReadRT 55512
//ReadRT 55512
//ReadRT 55512
//ReadRT 55513
//ReadRT 55501
//ReadRT 55513
//ReadRT 55507
//ReadRT 55512

Process 55507:
//ReadRT 55508
//ReadRT 55506
//ReadRT 55508
Afstand naar 55502 is nu 3 via 55506
Afstand naar 55501 is nu 2 via 55506
Afstand naar 55500 is nu 3 via 55506
//SendRT 55506
//SendRT 55508
//ReadRT 55506
Client connects: 55512
Afstand naar 55512 is nu 1 via 55512
Afstand naar 55511 is nu 2 via 55512
Afstand naar 55513 is nu 2 via 55512
Afstand naar 55514 is nu 2 via 55512
Afstand naar 55503 is nu 2 via 55508
//ReadRT 55506
//ReadRT 55506
//ReadRT 55506
//ReadRT 55506
Verbonden: 55512
//SendRT 55506
//SendRT 55508
//SendRT 55512
//ReadRT 55512
//SendRT 55506
//SendRT 55508
//SendRT 55512
//ReadRT 55508
//ReadRT 55508
//ReadRT 55508
//ReadRT 55508
//ReadRT 55508
//ReadRT 55508
//ReadRT 55512
Afstand naar 55502 is nu 2 via 55512
//SendRT 55506
//SendRT 55508
//SendRT 55512
//ReadRT 55512
//ReadRT 55512
//ReadRT 55512
//ReadRT 55512
//ReadRT 55512
Afstand naar 55500 is nu 2 via 55508
//SendRT 55506
//SendRT 55508
//SendRT 55512
//ReadRT 55508
//ReadRT 55506
//ReadRT 55506
//ReadRT 55512
//ReadRT 55512
//ReadRT 55512
Afstand naar 55504 is nu 2 via 55512
//SendRT 55506
//SendRT 55508
//SendRT 55512
//ReadRT 55512

Process 55508:
> C 55503
> C 55506
Verbonden: 55503
//SendRT 55507
//SendRT 55509
//SendRT 55503
> C 55500
Verbonden: 55506
//SendRT 55507
//SendRT 55509
//SendRT 55503
//SendRT 55506
Client connects: 55503
Afstand naar 55503 is nu 1 via 55503
Afstand naar 55502 is nu 2 via 55503
Afstand naar 55504 is nu 2 via 55503
Afstand naar 55501 is nu 3 via 55503
Afstand naar 55500 is nu 4 via 55503
//ReadRT 55507
//ReadRT 55509
Verbonden: 55500
//SendRT 55507
//SendRT 55509
//SendRT 55503
//SendRT 55506
//SendRT 55500
//ReadRT 55503
//ReadRT 55509
//ReadRT 55503
//SendRT 55507
//SendRT 55509
//SendRT 55503
//SendRT 55506
//SendRT 55500
Afstand naar 55511 is nu 2 via 55503
Afstand naar 55512 is nu 3 via 55503
Afstand naar 55513 is nu 3 via 55503
Afstand naar 55514 is nu 4 via 55503
//SendRT 55507
//SendRT 55509
//SendRT 55503
//SendRT 55506
//SendRT 55500
//ReadRT 55503
//ReadRT 55503
//ReadRT 55503
Client connects: 55506
Afstand naar 55506 is nu 1 via 55506
Afstand naar 55505 is nu 2 via 55506
Afstand naar 55501 is nu 2 via 55506
Afstand naar 55500 is nu 3 via 55506
//SendRT 55507
//SendRT 55509
//SendRT 55503
//SendRT 55506
//SendRT 55500
//ReadRT 55506
Afstand naar 55513 is nu 2 via 55506
Afstand naar 55514 is nu 3 via 55506
//SendRT 55507
//SendRT 55509
//SendRT 55503
//SendRT 55506
//ReadRT 55503
//SendRT 55500
//ReadRT 55506
//ReadRT 55506
//ReadRT 55506
Afstand naar 55512 is nu 2 via 55507
//SendRT 55507
//SendRT 55509
//SendRT 55503
//SendRT 55506
//SendRT 55500
//ReadRT 55507
//ReadRT 55507
//ReadRT 55507
Client connects: 55500
Afstand naar 55500 is nu 1 via 55500
//SendRT 55507
//SendRT 55509
//SendRT 55503
//SendRT 55506
//SendRT 55500
//ReadRT 55500
//ReadRT 55507
//ReadRT 55500
//ReadRT 55500
//ReadRT 55500
//ReadRT 55503
//ReadRT 55509
//ReadRT 55509
//ReadRT 55509
//ReadRT 55503
//ReadRT 55509
//ReadRT 55509
//ReadRT 55500
//ReadRT 55506
//ReadRT 55500
//ReadRT 55506
//ReadRT 55500
//ReadRT 55507

Process 55509:
//ReadRT 55508
> C 55513
//ReadRT 55508
//ReadRT 55510
Verbonden: 55513
//SendRT 55508
//SendRT 55510
//SendRT 55513
Afstand naar 55504 is nu 3 via 55508
Afstand naar 55503 is nu 2 via 55508
Afstand naar 55502 is nu 3 via 55508
Afstand naar 55501 is nu 4 via 55508
Afstand naar 55500 is nu 5 via 55508
//SendRT 55508
//SendRT 55510
//SendRT 55513
//ReadRT 55508
//ReadRT 55508
Client connects: 55503
Afstand naar 55503 is nu 1 via 55503
Afstand naar 55502 is nu 2 via 55503
Afstand naar 55504 is nu 2 via 55503
Afstand naar 55501 is nu 3 via 55503
Afstand naar 55500 is nu 4 via 55503
Afstand naar 55505 is nu 3 via 55503
Afstand naar 55513 is nu 3 via 55503
Afstand naar 55514 is nu 4 via 55503
//ReadRT 55508
Afstand naar 55506 is nu 2 via 55508
//ReadRT 55510
//ReadRT 55510
Afstand naar 55501 is nu 2 via 55510
Afstand naar 55500 is nu 3 via 55510
Afstand naar 55514 is nu 2 via 55510
Verbonden: 55503
//SendRT 55508
//SendRT 55510
//SendRT 55513
//SendRT 55503
//ReadRT 55503
//SendRT 55508
//SendRT 55510
Client connects: 55513
//SendRT 55513
Afstand naar 55513 is nu 1 via 55513
Afstand naar 55512 is nu 2 via 55513
//SendRT 55503
//ReadRT 55508
//SendRT 55508
//SendRT 55510
//SendRT 55513
//SendRT 55503
//ReadRT 55510
//ReadRT 55503
//ReadRT 55503
//ReadRT 55503
//ReadRT 55510
//ReadRT 55503
//ReadRT 55508
//SendRT 55508
//SendRT 55510
//SendRT 55513
//SendRT 55503
//ReadRT 55513
//ReadRT 55513
//ReadRT 55508
Afstand naar 55500 is nu 2 via 55508
//ReadRT 55503
//SendRT 55508
//SendRT 55510
//SendRT 55513
//SendRT 55503
//ReadRT 55508
//ReadRT 55510
//ReadRT 55510
//ReadRT 55513
//ReadRT 55513

Process 55510:
> C 55504
Verbonden: 55504
//SendRT 55509
//SendRT 55511
//SendRT 55504
//ReadRT 55509
Client connects: 55514
Afstand naar 55504 is nu 4 via 55509
Afstand naar 55503 is nu 3 via 55509
Afstand naar 55502 is nu 4 via 55509
Afstand naar 55501 is nu 5 via 55509
Afstand naar 55500 is nu 6 via 55509
Afstand naar 55506 is nu 3 via 55511
Afstand naar 55505 is nu 4 via 55511
Afstand naar 55504 is nu 3 via 55511
Afstand naar 55503 is nu 2 via 55511
Afstand naar 55502 is nu 3 via 55511
Afstand naar 55501 is nu 4 via 55511
Afstand naar 55500 is nu 5 via 55511
Afstand naar 55513 is nu 2 via 55511
Afstand naar 55514 is nu 3 via 55511
Verbonden: 55514
//SendRT 55509
//SendRT 55511
//SendRT 55504
//SendRT 55514
//ReadRT 55509
Client connects: 55501
//SendRT 55509
//SendRT 55511
Afstand naar 55500 is nu 2 via 55501
Afstand naar 55501 is nu 1 via 55501
Afstand naar 55502 is nu 2 via 55501
Afstand naar 55505 is nu 3 via 55501
Afstand naar 55506 is nu 2 via 55501
//SendRT 55504
Afstand naar 55514 is nu 1 via 55514
//SendRT 55514
//ReadRT 55511
//SendRT 55509
//SendRT 55511
//SendRT 55504
//SendRT 55514
//ReadRT 55514
//ReadRT 55514
//ReadRT 55514
//SendRT 55509
//ReadRT 55514
//SendRT 55511
//SendRT 55504
//SendRT 55514
//ReadRT 55501
//ReadRT 55501
//ReadRT 55501
//ReadRT 55501
//ReadRT 55514
//ReadRT 55501
//ReadRT 55514
//ReadRT 55514
//ReadRT 55511
//ReadRT 55511
Afstand naar 55505 is nu 2 via 55511
//ReadRT 55509
//ReadRT 55509
//ReadRT 55509
//ReadRT 55509
//ReadRT 55509
//ReadRT 55501
//ReadRT 55501
//ReadRT 55501
Verbonden: 55501
//SendRT 55509
//SendRT 55511
//SendRT 55504
Client connects: 55504
//SendRT 55514
Afstand naar 55504 is nu 1 via 55504
//SendRT 55501
//ReadRT 55511
//ReadRT 55511
//ReadRT 55511
//ReadRT 55511
//SendRT 55509
//SendRT 55511
//SendRT 55504
//SendRT 55514
//SendRT 55501
//ReadRT 55504
//ReadRT 55504
//ReadRT 55504
//ReadRT 55501
//ReadRT 55504
//ReadRT 55514
//ReadRT 55514
//ReadRT 55501
//ReadRT 55504

Process 55511:
//ReadRT 55512
Client connects: 55503
> C 55505
Afstand naar 55514 is nu 2 via 55512
Verbonden: 55503
Client connects: 55513
Afstand naar 55503 is nu 1 via 55503
Afstand naar 55502 is nu 2 via 55503
Afstand naar 55504 is nu 2 via 55503
Afstand naar 55501 is nu 3 via 55503
Afstand naar 55500 is nu 4 via 55503
Afstand naar 55505 is nu 3 via 55503
Afstand naar 55506 is nu 4 via 55503
Afstand naar 55507 is nu 3 via 55503
Afstand naar 55508 is nu 2 via 55503
//ReadRT 55510
Afstand naar 55513 is nu 1 via 55513
Afstand naar 55506 is nu 2 via 55513
Verbonden: 55505
//SendRT 55510
//SendRT 55512
//SendRT 55503
//SendRT 55505
//ReadRT 55512
//ReadRT 55512
//ReadRT 55512
//ReadRT 55512
//ReadRT 55510
//ReadRT 55510
Afstand naar 55501 is nu 2 via 55510
Afstand naar 55500 is nu 3 via 55510
//ReadRT 55512
//ReadRT 55512
Afstand naar 55507 is nu 2 via 55512
Verbonden: 55513
//SendRT 55510
//SendRT 55512
//SendRT 55503
//SendRT 55505
//SendRT 55513
//ReadRT 55503
//SendRT 55510
Client connects: 55505
//SendRT 55512
Afstand naar 55505 is nu 1 via 55505
//SendRT 55503
//SendRT 55505
//SendRT 55513
//ReadRT 55513
//SendRT 55510
//SendRT 55512
//SendRT 55503
//ReadRT 55503
//SendRT 55505
//SendRT 55513
//ReadRT 55503
//ReadRT 55513
//ReadRT 55503
//SendRT 55510
//SendRT 55512
//SendRT 55503
//SendRT 55505
//SendRT 55513
//ReadRT 55510
//ReadRT 55510
//ReadRT 55503
//ReadRT 55513
//SendRT 55510
//SendRT 55512
//SendRT 55503
//SendRT 55505
//ReadRT 55513
//SendRT 55513
//ReadRT 55512
//ReadRT 55513
//ReadRT 55512
//SendRT 55510
//SendRT 55512
//ReadRT 55513
//SendRT 55503
//SendRT 55505
//SendRT 55513
//ReadRT 55505
//ReadRT 55505
//ReadRT 55503
//ReadRT 55503
//ReadRT 55503
//ReadRT 55510
//ReadRT 55510
//ReadRT 55512
//ReadRT 55512
//ReadRT 55512
//ReadRT 55513
//ReadRT 55512
//ReadRT 55513

Process 55512:
> C 55514
> C 55502
Verbonden: 55514
//SendRT 55511
//SendRT 55513
//SendRT 55514
> C 55507
> C 55506
> C 55504
Client connects: 55514
Afstand naar 55514 is nu 1 via 55514
Verbonden: 55502
//SendRT 55511
//SendRT 55513
//SendRT 55514
//SendRT 55502
Afstand naar 55507 is nu 3 via 55513
Afstand naar 55506 is nu 2 via 55513
Afstand naar 55505 is nu 3 via 55513
Afstand naar 55504 is nu 4 via 55513
Afstand naar 55503 is nu 5 via 55513
Afstand naar 55502 is nu 6 via 55513
Afstand naar 55501 is nu 7 via 55513
Afstand naar 55500 is nu 8 via 55513
Verbonden: 55507
//SendRT 55511
//SendRT 55513
//SendRT 55514
//SendRT 55502
//SendRT 55507
//ReadRT 55514
//SendRT 55511
//SendRT 55513
//SendRT 55514
//SendRT 55502
//SendRT 55507
//ReadRT 55513
Afstand naar 55509 is nu 2 via 55513
Client connects: 55502
Afstand naar 55508 is nu 3 via 55513
Afstand naar 55502 is nu 1 via 55502
Afstand naar 55501 is nu 2 via 55502
Afstand naar 55503 is nu 2 via 55502
Afstand naar 55500 is nu 3 via 55502
Afstand naar 55504 is nu 3 via 55502
//SendRT 55511
//SendRT 55513
//SendRT 55514
//SendRT 55502
//SendRT 55507
//ReadRT 55511
//ReadRT 55514
//ReadRT 55514
Verbonden: 55506
//ReadRT 55514
//SendRT 55511
//ReadRT 55514
//SendRT 55513
//SendRT 55514
//SendRT 55502
//SendRT 55507
Client connects: 55507
//SendRT 55506
//ReadRT 55502
//ReadRT 55514
//SendRT 55511
//ReadRT 55502
//SendRT 55513
//SendRT 55514
Afstand naar 55508 is nu 2 via 55507
Afstand naar 55507 is nu 1 via 55507
//ReadRT 55502
//SendRT 55502
//ReadRT 55502
//SendRT 55507
//SendRT 55506
//ReadRT 55513
//ReadRT 55514
//ReadRT 55513
//ReadRT 55513
//ReadRT 55513
//SendRT 55511
//SendRT 55513
//SendRT 55514
//SendRT 55502
//SendRT 55507
//SendRT 55506
//ReadRT 55514
//ReadRT 55507
//ReadRT 55502
//ReadRT 55507
//SendRT 55511
//SendRT 55513
//ReadRT 55507
//SendRT 55514
//SendRT 55502
//SendRT 55507
//SendRT 55506
//ReadRT 55507
//ReadRT 55511
//ReadRT 55513
//ReadRT 55511
Afstand naar 55505 is nu 2 via 55511
//ReadRT 55502
Client connects: 55506
Afstand naar 55506 is nu 1 via 55506
//ReadRT 55502
//ReadRT 55514
//ReadRT 55514
Verbonden: 55504
//SendRT 55511
//SendRT 55513
//SendRT 55514
//SendRT 55502
//SendRT 55507
//SendRT 55506
//SendRT 55504
//ReadRT 55511
//ReadRT 55511
//ReadRT 55511
//ReadRT 55511
//SendRT 55511
//SendRT 55513
//SendRT 55514
//SendRT 55502
//SendRT 55507
//SendRT 55506
//SendRT 55504
//ReadRT 55506
//ReadRT 55506
//SendRT 55511
//SendRT 55513
//SendRT 55514
//SendRT 55502
//SendRT 55507
//SendRT 55506
//SendRT 55504
//ReadRT 55513
Client connects: 55504
Afstand naar 55504 is nu 1 via 55504
//SendRT 55511
//SendRT 55513
//SendRT 55514
//SendRT 55502
//SendRT 55507
//SendRT 55506
//SendRT 55504
//ReadRT 55504
//ReadRT 55513
//ReadRT 55507

Process 55513:
> C 55511
//ReadRT 55512
Client connects: 55506
Afstand naar 55506 is nu 1 via 55506
Afstand naar 55505 is nu 2 via 55506
Afstand naar 55507 is nu 2 via 55506
Afstand naar 55504 is nu 3 via 55506
Afstand naar 55503 is nu 4 via 55506
Afstand naar 55502 is nu 5 via 55506
Afstand naar 55501 is nu 6 via 55506
Afstand naar 55500 is nu 7 via 55506
Afstand naar 55508 is nu 3 via 55506
Verbonden: 55511
//ReadRT 55514
//ReadRT 55512
Verbonden: 55506
//SendRT 55512
Client connects: 55509
//SendRT 55514
Afstand naar 55510 is nu 2 via 55509
Afstand naar 55509 is nu 1 via 55509
Afstand naar 55508 is nu 2 via 55509
//SendRT 55511
//SendRT 55506
//ReadRT 55506
Afstand naar 55502 is nu 3 via 55506
Afstand naar 55501 is nu 2 via 55506
//SendRT 55512
//SendRT 55514
//SendRT 55511
//SendRT 55506
Afstand naar 55500 is nu 3 via 55506
//SendRT 55512
//SendRT 55514
//SendRT 55511
//SendRT 55506
//ReadRT 55509
//SendRT 55512
//SendRT 55514
//SendRT 55511
//SendRT 55506
//ReadRT 55506
//ReadRT 55512
//ReadRT 55512
Afstand naar 55503 is nu 3 via 55512
Afstand naar 55502 is nu 2 via 55512
//ReadRT 55509
//ReadRT 55506
//ReadRT 55506
//ReadRT 55506
//ReadRT 55506
Verbonden: 55509
//SendRT 55512
//SendRT 55514
//SendRT 55511
//SendRT 55506
//SendRT 55509
//ReadRT 55512
//ReadRT 55514
//ReadRT 55514
//ReadRT 55514
//ReadRT 55514
//ReadRT 55512
//ReadRT 55514
//ReadRT 55512
//ReadRT 55514
//ReadRT 55512
//ReadRT 55514
//ReadRT 55512
Client connects: 55511
Afstand naar 55511 is nu 1 via 55511
Afstand naar 55503 is nu 2 via 55511
//SendRT 55512
//SendRT 55514
//SendRT 55511
//SendRT 55506
//SendRT 55509
//ReadRT 55511
//ReadRT 55511
//ReadRT 55511
//ReadRT 55511
//ReadRT 55511
//ReadRT 55509
//ReadRT 55511
//ReadRT 55509
//ReadRT 55509
//ReadRT 55509
//ReadRT 55509
Client connects: 55501
Afstand naar 55500 is nu 2 via 55501
Afstand naar 55501 is nu 1 via 55501
//ReadRT 55506
//ReadRT 55514
//ReadRT 55506
//ReadRT 55514
//ReadRT 55512
//ReadRT 55512
//ReadRT 55512
Verbonden: 55501
//SendRT 55512
//SendRT 55514
//SendRT 55511
//SendRT 55506
//SendRT 55509
//SendRT 55501
//ReadRT 55501
//ReadRT 55501
//ReadRT 55501
//ReadRT 55501
//ReadRT 55501
Afstand naar 55504 is nu 2 via 55512
//SendRT 55512
//SendRT 55514
//SendRT 55511
//SendRT 55506
//SendRT 55509
//SendRT 55501
//ReadRT 55512

Process 55514:
Client connects: 55512
Afstand naar 55512 is nu 1 via 55512
Afstand naar 55511 is nu 2 via 55512
Afstand naar 55510 is nu 3 via 55512
Afstand naar 55509 is nu 4 via 55512
Afstand naar 55508 is nu 5 via 55512
Afstand naar 55507 is nu 6 via 55512
Afstand naar 55506 is nu 7 via 55512
Afstand naar 55505 is nu 8 via 55512
Afstand naar 55504 is nu 9 via 55512
Afstand naar 55503 is nu 10 via 55512
Afstand naar 55502 is nu 11 via 55512
Afstand naar 55501 is nu 12 via 55512
Afstand naar 55500 is nu 13 via 55512
> C 55510
Verbonden: 55512
//SendRT 55513
//SendRT 55512
//ReadRT 55512
//ReadRT 55512
Client connects: 55501
Afstand naar 55500 is nu 2 via 55501
Afstand naar 55501 is nu 1 via 55501
Afstand naar 55502 is nu 2 via 55501
Afstand naar 55503 is nu 3 via 55501
Afstand naar 55504 is nu 4 via 55501
Afstand naar 55505 is nu 5 via 55501
Afstand naar 55506 is nu 6 via 55501
Afstand naar 55508 is nu 4 via 55513
Afstand naar 55507 is nu 3 via 55513
Afstand naar 55506 is nu 2 via 55513
Afstand naar 55505 is nu 3 via 55513
Verbonden: 55510
//ReadRT 55512
//ReadRT 55512
Afstand naar 55509 is nu 3 via 55512
Verbonden: 55501
//SendRT 55513
//SendRT 55512
//SendRT 55510
//SendRT 55501
//ReadRT 55501
//ReadRT 55501
//ReadRT 55501
//SendRT 55513
Client connects: 55510
//SendRT 55512
//SendRT 55510
//SendRT 55501
//ReadRT 55513
//SendRT 55513
//SendRT 55512
Afstand naar 55509 is nu 2 via 55513
//SendRT 55510
Afstand naar 55508 is nu 3 via 55513
//SendRT 55501
//SendRT 55513
//ReadRT 55501
//ReadRT 55501
//SendRT 55512
Afstand naar 55510 is nu 1 via 55510
//SendRT 55510
//SendRT 55501
//ReadRT 55512
//SendRT 55513
//ReadRT 55512
//SendRT 55512
//SendRT 55510
//SendRT 55501
//ReadRT 55513
//ReadRT 55501
//ReadRT 55513
//ReadRT 55513
//ReadRT 55513
//SendRT 55513
//SendRT 55512
//ReadRT 55512
//SendRT 55510
//SendRT 55501
//ReadRT 55510
//ReadRT 55510
//ReadRT 55510
//ReadRT 55510
Afstand naar 55507 is nu 2 via 55512
//SendRT 55513
//SendRT 55512
//SendRT 55510
//SendRT 55501
//ReadRT 55512
//ReadRT 55512
//ReadRT 55513
//ReadRT 55501
//ReadRT 55501
//ReadRT 55501
//ReadRT 55510
Afstand naar 55504 is nu 3 via 55501
//SendRT 55513
//SendRT 55512
//SendRT 55510
//SendRT 55501
//ReadRT 55501
Afstand naar 55504 is nu 2 via 55510
//SendRT 55513
//SendRT 55512
//SendRT 55510
//SendRT 55501
//ReadRT 55510
//ReadRT 55512
//ReadRT 55512
//ReadRT 55512
//ReadRT 55513
//ReadRT 55501
//ReadRT 55513
//ReadRT 55512

------------------------------------

18;Lijn-netwerk;Incorrect;5.83;Verbindingen verbreken
Test 18 - Lijn-netwerk

Fout bij opnieuw berekenen netwerk - de routing-tabel is incorrect.
Verbinding van 12 naar 14 verbroken.
Verbinding van 8 naar 6 verbroken.
Verbinding van 2 naar 12 verbroken.
Verbinding van 11 naar 3 verbroken.
De neighbor van 55512 naar 55502 is incorrect (11).

Log
55512 > D 55514
55512 < //Connection broken with port 55514
55514 < //Connection broken with port 55512
55513 < 1111
55502 < 1111
55511 < 1111
55507 < 1111
55510 < 1111
55503 < 1111
55506 < 1111
55501 < 1111
55505 < 1111
55512 < Verbroken: 55514
55510 < 1111
55513 < 1111
55504 < 1111
55503 < 1111
55501 < 1111
55508 < 1111
55506 < 1111
55511 < 1111
55509 < 1111
55513 < 1111
55504 < 1111
55508 < 1111
55506 < 1111
55504 < 1111
55512 < gottem
55511 < gottem
55509 < gottem
55510 < gottem
55513 < gottem
55514 < gottem
55512 < gottem
55504 < gottem
55511 < //SendRT 55512
55509 < //SendRT 55510
55501 < gottem
55513 < //SendRT 55512
55510 < //SendRT 55511
55502 < gottem
55506 < gottem
55514 < gottem
55512 < //SendRT 55511
55504 < //SendRT 55510
55511 < gottem
55509 < gottem
55501 < gottem
55506 < //SendRT 55513
55502 < //SendRT 55512
55514 < //SendRT 55513
55512 < gottem
55511 < gottem
55509 < //SendRT 55513
55501 < //SendRT 55510
55513 < //ReadRT 55512
55514 < //SendRT 55510
55512 < //SendRT 55513
55511 < //SendRT 55513
55501 < //SendRT 55513
55512 < //ReadRT 55511
55510 < //ReadRT 55509
55511 < //SendRT 55510
55512 < //SendRT 55502
55510 < //ReadRT 55511
55513 < //ReadRT 55509
55511 < //New: 55514
55510 < //ReadRT 55504
55512 < //New: 55514
55511 < //ReadRT 55512
55502 < //ReadRT 55512
55513 < //ReadRT 55506
55510 < //ReadRT 55501
55512 < //SendRT 55511
55511 < //SendRT 55510
55513 < //ReadRT 55501
55512 < //SendRT 55513
55511 < //SendRT 55512
55513 < gottem
55509 < gottem
55504 < gottem
55508 < gottem
55501 < gottem
55505 < gottem
